trial_name,status,selection_metric,best_val_loss,best_val_wer,best_val_cer,best_epoch,stopped_epoch,min_mask_ratio,max_mask_ratio,perturb_prob,include_perturb_in_loss,model_best_path,model_best_ema_path,resolved_out_dir
T01_perturb_p10_m70_100,completed,loss,0.024072873095671337,0.05520551681518555,0.03539044380187988,30,35,0.7,1.0,0.1,True,hpsearch/stage2_decoder_mask_perturb/trials/T01_perturb_p10_m70_100/model_best.pt,hpsearch/stage2_decoder_mask_perturb/trials/T01_perturb_p10_m70_100/model_best_ema.pt,hpsearch/stage2_decoder_mask_perturb/trials/T01_perturb_p10_m70_100
T02_perturb_p30_m70_100,completed,loss,0.02801676094532013,0.06425746917724609,0.039206692377726234,13,18,0.7,1.0,0.3,True,hpsearch/stage2_decoder_mask_perturb/trials/T02_perturb_p30_m70_100/model_best.pt,hpsearch/stage2_decoder_mask_perturb/trials/T02_perturb_p30_m70_100/model_best_ema.pt,hpsearch/stage2_decoder_mask_perturb/trials/T02_perturb_p30_m70_100
